event_id,st,d,n_cat,n_store,prefix_by_id,prefix_by_lo
426229,SAEZ,2026-04-30,11,11,true,true
443342,OEJN,2026-05-05,11,11,true,true
460650,SBGR,2026-05-10,11,11,true,true
712629,EFHK,2026-07-19,11,1,true,true
735882,KMIA,2026-07-24,11,1,true,true
754897,RPLL,2026-07-29,11,1,true,true
784121,KATL,2026-08-03,11,1,true,true
808790,CYYZ,2026-08-08,11,1,true,true
831475,ZSQD,2026-08-13,11,1,true,true
836967,ZSJN,2026-08-13,11,1,true,true
857507,RJTT,2026-08-18,11,1,true,true
888498,ZSJN,2026-08-23,11,1,true,true
550255,ZUUU,2026-06-04,11,1,true,true
585989,ZBAA,2026-06-14,11,1,true,true
624158,MMMX,2026-06-24,11,1,true,true
639551,RCSS,2026-06-29,11,1,true,true
657633,LIMC,2026-07-04,11,1,true,true
657639,EFHK,2026-07-04,11,1,true,true
779947,RJTT,2026-08-03,11,1,true,true
779969,RPLL,2026-08-03,11,1,true,true
804481,RJTT,2026-08-08,11,1,true,true
808793,KLGA,2026-08-08,11,1,true,true
883964,RKSI,2026-08-23,11,1,true,true
515627,EGLC,2026-05-25,11,3,true,true
515729,OPKC,2026-05-25,11,1,true,true
533149,KATL,2026-05-30,11,1,true,true
533169,ZGSZ,2026-05-30,11,1,true,true
550230,SAEZ,2026-06-04,11,1,true,true
550254,ZHHH,2026-06-04,11,1,true,true
550271,FACT,2026-06-04,11,1,true,true
550287,ZGGG,2026-06-04,11,1,true,true
571032,KHOU,2026-06-09,11,1,true,true
589054,KAUS,2026-06-14,11,1,true,true
951844,,2026-09-04,11,11,true,true
337828,EFHK,2026-04-08,11,11,true,true
426255,ZGSZ,2026-04-30,11,11,true,true
460662,VILK,2026-05-10,11,11,true,true
460716,WIHH,2026-05-10,11,11,true,true
479738,ZGSZ,2026-05-15,11,11,true,true
479755,FACT,2026-05-15,11,11,true,true
341797,EGLC,2026-04-08,11,11,true,true
341810,NZWN,2026-04-08,11,11,true,true
341848,KAUS,2026-04-08,11,11,true,true
359583,RKPK,2026-04-13,11,11,true,true
366455,DNMM,2026-04-13,11,11,true,true
479743,KSFO,2026-05-15,11,11,true,true
712459,RJTT,2026-07-19,11,1,true,true
735889,MMMX,2026-07-24,11,1,true,true
758588,KLAX,2026-07-29,11,1,true,true
758728,SAEZ,2026-07-29,11,1,true,true
784123,KORD,2026-08-03,11,1,true,true
804493,ZGGG,2026-08-08,11,1,true,true
857531,EHAM,2026-08-18,11,1,true,true
857533,WMKK,2026-08-18,11,1,true,true
862652,KMIA,2026-08-18,11,1,true,true
408621,ZGGG,2026-04-25,11,11,true,true
411972,EGLC,2026-04-26,11,11,true,true
426246,WSSS,2026-04-30,11,11,true,true
426269,WIHH,2026-04-30,11,11,true,true
460658,KMIA,2026-05-10,11,11,true,true
693937,WMKK,2026-07-14,11,1,true,true
754869,NZWN,2026-07-29,11,1,true,true
754871,EDDM,2026-07-29,11,1,true,true
808794,KDAL,2026-08-08,11,1,true,true
836968,ZHCC,2026-08-13,11,1,true,true
862649,KLGA,2026-08-18,11,1,true,true
883999,ZGGG,2026-08-23,11,1,true,true
951835,,2026-09-04,11,11,true,true
951868,,2026-09-04,11,11,true,true
952278,,2026-09-04,11,11,true,true
568079,RKPK,2026-06-09,11,1,true,true
571026,KDAL,2026-06-09,11,1,true,true
571036,MPMG,2026-06-09,11,1,true,true
585971,EDDM,2026-06-14,11,1,true,true
603557,ZGGG,2026-06-19,11,1,true,true
620939,WSSS,2026-06-24,11,1,true,true
675496,EPWA,2026-07-09,11,1,true,true
678802,SBGR,2026-07-09,11,1,true,true
341803,KSEA,2026-04-08,11,11,true,true
341807,KMIA,2026-04-08,11,11,true,true
426270,OEJN,2026-04-30,11,11,true,true
443339,MPMG,2026-05-05,11,11,true,true
460656,KDAL,2026-05-10,11,11,true,true
460678,ZBAA,2026-05-10,11,11,true,true
479728,ZSPD,2026-05-15,11,11,true,true
479746,MMMX,2026-05-15,11,11,true,true
497020,KLAX,2026-05-20,11,1,true,true
515714,OEJN,2026-05-25,11,1,true,true
533164,RCSS,2026-05-30,11,1,true,true
533182,WMKK,2026-05-30,11,1,true,true
479716,KLGA,2026-05-15,11,11,true,true
515634,KLGA,2026-05-25,11,1,true,true
568043,RJTT,2026-06-09,11,1,true,true
585986,EPWA,2026-06-14,11,1,true,true
390839,KHOU,2026-04-20,11,11,true,true
426243,RJTT,2026-04-30,11,11,true,true
426247,LIMC,2026-04-30,11,11,true,true
443308,KMIA,2026-05-05,11,11,true,true
460720,ZGGG,2026-05-10,11,11,true,true
479752,WIHH,2026-05-15,11,11,true,true
479758,ZSQD,2026-05-15,11,11,true,true
497009,LEMD,2026-05-20,11,1,true,true
550236,KATL,2026-06-04,11,1,true,true
568041,EDDM,2026-06-09,11,1,true,true
585985,LEMD,2026-06-14,11,1,true,true
596343,EGLC,2026-06-17,11,3,true,true
359578,KLAX,2026-04-13,11,11,true,true
408599,ZUCK,2026-04-25,11,11,true,true
426245,ZSPD,2026-04-30,11,11,true,true
460706,KSFO,2026-05-10,11,11,true,true
533151,KORD,2026-05-30,11,1,true,true
533165,ZUCK,2026-05-30,11,1,true,true
533171,KBKF,2026-05-30,11,1,true,true
533181,MPMG,2026-05-30,11,1,true,true
550234,KLGA,2026-06-04,11,1,true,true
550253,ZBAA,2026-06-04,11,1,true,true
568086,ZSQD,2026-06-09,11,1,true,true
606675,CYYZ,2026-06-19,11,1,true,true
657489,ZSQD,2026-07-04,11,1,true,true
341804,KLGA,2026-04-08,11,11,true,true
359530,KSEA,2026-04-13,11,11,true,true
405187,EGLC,2026-04-24,11,11,true,true
426248,LEMD,2026-04-30,11,11,true,true
479733,RCSS,2026-05-15,11,11,true,true
731540,EGLC,2026-07-24,11,3,true,true
831466,RCSS,2026-08-13,11,1,true,true
496989,SBGR,2026-05-20,11,11,true,true
496994,KLGA,2026-05-20,11,1,true,true
550228,LFPB,2026-06-04,11,1,true,true
550252,ZUCK,2026-06-04,11,1,true,true
585998,WMKK,2026-06-14,11,1,true,true
603545,RJTT,2026-06-19,11,1,true,true
620957,ZSQD,2026-06-24,11,1,true,true
639556,ZGSZ,2026-06-29,11,1,true,true
657634,LEMD,2026-07-04,11,1,true,true
678808,KATL,2026-07-09,11,1,true,true
285756,EGLC,2026-03-23,11,3,true,true
359566,LIMC,2026-04-13,11,11,true,true
408597,EPWA,2026-04-25,11,11,true,true
443311,NZWN,2026-05-05,11,11,true,true
443340,WMKK,2026-05-05,11,11,true,true
128661,KLGA,2025-12-30,7,3,true,true
265867,EGLC,2026-03-17,11,3,true,true
313355,CYYZ,2026-03-31,11,3,true,true
337830,WMKK,2026-04-08,11,11,true,true
390826,ZSPD,2026-04-20,11,11,true,true
408576,SBGR,2026-04-25,11,11,true,true
426228,SBGR,2026-04-30,11,11,true,true
443307,KATL,2026-05-05,11,11,true,true
443322,RCSS,2026-05-05,11,11,true,true
443324,ZBAA,2026-05-05,11,11,true,true
460648,EGLC,2026-05-10,11,11,true,true
460714,MPMG,2026-05-10,11,11,true,true
359534,KMIA,2026-04-13,11,11,true,true
515637,KMIA,2026-05-25,11,1,true,true
951853,RCSS,2026-09-04,11,11,true,true
779958,ZUUU,2026-08-03,11,1,true,true
831476,RPLL,2026-08-13,11,1,true,true
862650,KDAL,2026-08-18,11,1,true,true
883965,LTAC,2026-08-23,11,1,true,true
497008,LIMC,2026-05-20,11,1,true,true
497037,OPKC,2026-05-20,11,1,true,true
515682,ZUCK,2026-05-25,11,1,true,true
533178,RKPK,2026-05-30,11,1,true,true
550266,EHAM,2026-06-04,11,1,true,true
606692,KLAX,2026-06-19,11,1,true,true
620936,RJTT,2026-06-24,11,1,true,true
657480,RCSS,2026-07-04,11,1,true,true
712466,ZHHH,2026-07-19,11,1,true,true
715758,KSEA,2026-07-19,11,1,true,true
390808,LFPB,2026-04-20,11,11,true,true
426233,KLGA,2026-04-30,11,11,true,true
443310,LTAC,2026-05-05,11,11,true,true
443336,RKPK,2026-05-05,11,11,true,true
460657,KATL,2026-05-10,11,11,true,true
479711,SBGR,2026-05-15,11,11,true,true
359525,LFPG,2026-04-13,11,11,true,true
373580,EGLC,2026-04-15,11,11,true,true
390840,KLAX,2026-04-20,11,11,true,true
390852,DNMM,2026-04-20,11,11,true,true
426273,ZGGG,2026-04-30,11,11,true,true
443320,LEMD,2026-05-05,11,11,true,true
453801,EGLC,2026-05-08,11,11,true,true
754866,LFPB,2026-07-29,11,1,true,true
693934,RKPK,2026-07-14,11,1,true,true
780115,VILK,2026-08-03,11,1,true,true
804483,ZSPD,2026-08-08,11,1,true,true
804488,ZHHH,2026-08-08,11,1,true,true
808806,KAUS,2026-08-08,11,1,true,true
857532,EFHK,2026-08-18,11,1,true,true
337826,RKPK,2026-04-08,11,11,true,true
341806,KATL,2026-04-08,11,11,true,true
341811,VILK,2026-04-08,11,11,true,true
359567,LEMD,2026-04-13,11,11,true,true
443313,EDDM,2026-05-05,11,11,true,true
443338,EFHK,2026-05-05,11,11,true,true
693941,ZSQD,2026-07-14,11,1,true,true
715762,KMIA,2026-07-19,11,1,true,true
731566,WMKK,2026-07-24,11,1,true,true
754889,EHAM,2026-07-29,11,1,true,true
754893,FACT,2026-07-29,11,1,true,true
759518,RKSI,2026-07-30,11,3,true,true
883990,ZGSZ,2026-08-23,11,1,true,true
497006,ZSPD,2026-05-20,11,1,true,true
571164,KLGA,2026-06-09,11,1,true,true
639707,FACT,2026-06-29,11,1,true,true
660808,KDAL,2026-07-04,11,1,true,true
660823,KSFO,2026-07-04,11,1,true,true
479729,WSSS,2026-05-15,11,11,true,true
515704,KLAX,2026-05-25,11,1,true,true
533153,NZWN,2026-05-30,11,1,true,true
533159,ZSPD,2026-05-30,11,1,true,true
568036,LFPB,2026-06-09,11,1,true,true
571030,KAUS,2026-06-09,11,1,true,true
585976,WSSS,2026-06-14,11,1,true,true
603559,RPLL,2026-06-19,11,1,true,true
620933,NZWN,2026-06-24,11,1,true,true
642578,MPMG,2026-06-29,11,1,true,true
515713,WMKK,2026-05-25,11,1,true,true
533146,KSEA,2026-05-30,11,1,true,true
550258,KBKF,2026-06-04,11,1,true,true
603720,LEMD,2026-06-19,11,1,true,true
620929,EGLC,2026-06-24,11,3,true,true
620942,EPWA,2026-06-24,11,1,true,true
657478,ZSPD,2026-07-04,11,1,true,true
657642,OPKC,2026-07-04,11,1,true,true
675490,RJTT,2026-07-09,11,1,true,true
715769,MMMX,2026-07-19,11,1,true,true
515631,RKSI,2026-05-25,11,1,true,true
543464,EGLC,2026-06-02,11,3,true,true
568088,RPLL,2026-06-09,11,1,true,true
589046,KLGA,2026-06-14,11,1,true,true
603716,VILK,2026-06-19,11,1,true,true
606674,SAEZ,2026-06-19,11,1,true,true
639561,EFHK,2026-06-29,11,1,true,true
639565,ZSQD,2026-06-29,11,1,true,true
657485,ZGSZ,2026-07-04,11,1,true,true
675500,ZHHH,2026-07-09,11,1,true,true
678807,KDAL,2026-07-09,11,1,true,true
731560,ZGSZ,2026-07-24,11,1,true,true
675506,EHAM,2026-07-09,11,1,true,true
779944,NZWN,2026-08-03,11,1,true,true
784127,KLAX,2026-08-03,11,1,true,true
804494,ZSQD,2026-08-08,11,1,true,true
804664,LEMD,2026-08-08,11,1,true,true
804672,OPKC,2026-08-08,11,1,true,true
754892,OEJN,2026-07-29,11,1,true,true
836363,SAEZ,2026-08-13,11,1,true,true
862655,KBKF,2026-08-18,11,1,true,true
883968,EDDM,2026-08-23,11,1,true,true
519057,EGLC,2026-05-26,11,3,true,true
533167,ZHHH,2026-05-30,11,1,true,true
533190,RPLL,2026-05-30,11,1,true,true
568040,VILK,2026-06-09,11,1,true,true
585969,LTAC,2026-06-14,11,1,true,true
585970,NZWN,2026-06-14,11,1,true,true
603719,LIMC,2026-06-19,11,1,true,true
620930,LFPB,2026-06-24,11,1,true,true
624155,KHOU,2026-06-24,11,1,true,true
642577,MMMX,2026-06-29,11,1,true,true
657475,NZWN,2026-07-04,11,1,true,true
657482,ZBAA,2026-07-04,11,1,true,true
693929,ZHHH,2026-07-14,11,1,true,true
712467,ZUUU,2026-07-19,11,1,true,true
715757,CYYZ,2026-07-19,11,1,true,true
735878,KSEA,2026-07-24,11,1,true,true
746380,EGLC,2026-07-27,11,3,true,true
758590,MMMX,2026-07-29,11,1,true,true
804671,FACT,2026-08-08,11,1,true,true
862658,KSFO,2026-08-18,11,1,true,true
884002,RPLL,2026-08-23,11,1,true,true
712463,RCSS,2026-07-19,11,1,true,true
715764,KAUS,2026-07-19,11,1,true,true
620931,RKSI,2026-06-24,11,1,true,true
620934,EDDM,2026-06-24,11,1,true,true
621097,VILK,2026-06-24,11,1,true,true
642576,KSFO,2026-06-29,11,1,true,true
657479,WSSS,2026-07-04,11,1,true,true
657486,RKPK,2026-07-04,11,1,true,true
693930,ZUUU,2026-07-14,11,1,true,true
693943,RPLL,2026-07-14,11,1,true,true
697079,KAUS,2026-07-14,11,1,true,true
715756,SAEZ,2026-07-19,11,1,true,true
736340,EGLC,2026-07-25,11,3,true,true
712625,EPWA,2026-07-19,11,1,true,true
715755,SBGR,2026-07-19,11,1,true,true
754896,OPKC,2026-07-29,11,1,true,true
758737,KSEA,2026-07-29,11,1,true,true
804665,EPWA,2026-08-08,11,1,true,true
808812,MPMG,2026-08-08,11,1,true,true
951875,,2026-09-04,11,11,true,true
754867,RKSI,2026-07-29,11,1,true,true
779940,EGLC,2026-08-03,11,3,true,true
804663,LIMC,2026-08-08,11,1,true,true
836366,KLGA,2026-08-13,11,1,true,true
836383,KSFO,2026-08-13,11,1,true,true
934567,,2026-09-01,11,3,true,true
758736,CYYZ,2026-07-29,11,1,true,true
779956,ZBAA,2026-08-03,11,1,true,true
784264,MPMG,2026-08-03,11,1,true,true
809291,ZHCC,2026-08-08,11,1,true,true
836382,KLAX,2026-08-13,11,1,true,true
952454,,2026-09-04,11,4,true,true
712472,ZSQD,2026-07-19,11,1,true,true
731572,RPLL,2026-07-24,11,1,true,true
735884,KAUS,2026-07-24,11,1,true,true
758586,KBKF,2026-07-29,11,1,true,true
779951,LIMC,2026-08-03,11,1,true,true
515718,ZSQD,2026-05-25,11,1,true,true
568053,ZHHH,2026-06-09,11,1,true,true
603724,EHAM,2026-06-19,11,1,true,true
639548,LIMC,2026-06-29,11,1,true,true
686630,EGLC,2026-07-12,11,3,true,true
712471,ZGGG,2026-07-19,11,1,true,true
211510,EGLC,2026-02-18,9,3,true,true
227949,EGLC,2026-02-25,9,3,true,true
234199,EGLC,2026-03-01,9,3,true,true
335407,EGLC,2026-04-06,11,3,true,true
306301,EGLC,2026-03-29,11,3,true,true
243349,EGLC,2026-03-05,9,3,true,true
213963,EGLC,2026-02-20,9,3,true,true
279157,EGLC,2026-03-21,11,3,true,true
550260,KLAX,2026-06-04,11,1,true,true
657640,OEJN,2026-07-04,11,1,true,true
675492,ZSPD,2026-07-09,11,1,true,true
675499,ZBAA,2026-07-09,11,1,true,true
132823,EGLC,2026-01-01,7,3,true,true
218765,EGLC,2026-02-22,9,3,true,true
390816,KATL,2026-04-20,11,11,true,true
390838,KBKF,2026-04-20,11,11,true,true
408598,RCSS,2026-04-25,11,11,true,true
426227,LFPB,2026-04-30,11,11,true,true
390822,EDDM,2026-04-20,11,11,true,true
408612,RKPK,2026-04-25,11,11,true,true
497016,ZGSZ,2026-05-20,11,1,true,true
236625,EGLC,2026-03-02,9,3,true,true
245486,EGLC,2026-03-06,9,3,true,true
359527,SAEZ,2026-04-13,11,11,true,true
397972,EGLC,2026-04-22,11,11,true,true
408574,EGLC,2026-04-25,11,11,true,true
460669,LIMC,2026-05-10,11,11,true,true
697081,KHOU,2026-07-14,11,1,true,true
723997,EGLC,2026-07-22,11,3,true,true
731541,LFPB,2026-07-24,11,1,true,true
731544,NZWN,2026-07-24,11,1,true,true
754884,ZUUU,2026-07-29,11,1,true,true
758583,KMIA,2026-07-29,11,1,true,true
758727,SBGR,2026-07-29,11,1,true,true
808811,MMMX,2026-08-08,11,1,true,true
836385,MPMG,2026-08-13,11,1,true,true
862653,KORD,2026-08-18,11,1,true,true
874073,EGLC,2026-08-21,11,3,true,true
883996,WMKK,2026-08-23,11,1,true,true
924280,,2026-08-30,11,3,true,true
951840,,2026-09-04,11,11,true,true
515644,RJTT,2026-05-25,11,1,true,true
546757,EGLC,2026-06-03,11,3,true,true
550241,VILK,2026-06-04,11,1,true,true
585997,EFHK,2026-06-14,11,1,true,true
589039,SAEZ,2026-06-14,11,1,true,true
603715,LTAC,2026-06-19,11,1,true,true
606673,SBGR,2026-06-19,11,1,true,true
624142,KDAL,2026-06-24,11,1,true,true
642571,KORD,2026-06-29,11,1,true,true
668415,EGLC,2026-07-07,11,3,true,true
675486,LTAC,2026-07-09,11,1,true,true
238970,EGLC,2026-03-03,9,3,true,true
247546,EGLC,2026-03-07,9,3,true,true
779949,ZSPD,2026-08-03,11,1,true,true
808792,KSEA,2026-08-08,11,1,true,true
831665,LEMD,2026-08-13,11,1,true,true
857516,ZBAA,2026-08-18,11,1,true,true
515639,LTAC,2026-05-25,11,1,true,true
533154,VILK,2026-05-30,11,1,true,true
550227,EGLC,2026-06-04,11,3,true,true
660811,KORD,2026-07-04,11,1,true,true
697083,KSFO,2026-07-14,11,1,true,true
951834,,2026-09-04,11,11,true,true
341800,SAEZ,2026-04-08,11,11,true,true
359537,NZWN,2026-04-13,11,11,true,true
390811,RKSI,2026-04-20,11,11,true,true
426234,KDAL,2026-04-30,11,11,true,true
450179,EGLC,2026-05-07,11,11,true,true
479709,EGLC,2026-05-15,11,11,true,true
479734,ZUCK,2026-05-15,11,11,true,true
337829,MPMG,2026-04-08,11,11,true,true
390818,KORD,2026-04-20,11,11,true,true
390819,LTAC,2026-04-20,11,11,true,true
390821,VILK,2026-04-20,11,11,true,true
408591,RJTT,2026-04-25,11,11,true,true
426239,NZWN,2026-04-30,11,11,true,true
426241,EDDM,2026-04-30,11,11,true,true
479723,VILK,2026-05-15,11,11,true,true
758591,MPMG,2026-07-29,11,1,true,true
804669,EFHK,2026-08-08,11,1,true,true
857519,ZGSZ,2026-08-18,11,1,true,true
883995,EFHK,2026-08-23,11,1,true,true
951856,,2026-09-04,11,11,true,true
341847,ZGSZ,2026-04-08,11,11,true,true
341849,KBKF,2026-04-08,11,11,true,true
408578,RKSI,2026-04-25,11,11,true,true
408619,DNMM,2026-04-25,11,11,true,true
460649,LFPB,2026-05-10,11,11,true,true
460663,EDDM,2026-05-10,11,11,true,true
682935,EGLC,2026-07-11,11,3,true,true
735885,KBKF,2026-07-24,11,1,true,true
754875,ZSPD,2026-07-29,11,1,true,true
754894,ZGGG,2026-07-29,11,1,true,true
784124,KAUS,2026-08-03,11,1,true,true
804486,ZUCK,2026-08-08,11,1,true,true
809290,ZSJN,2026-08-08,11,1,true,true
857534,OEJN,2026-08-18,11,1,true,true
862656,KHOU,2026-08-18,11,1,true,true
945934,,2026-09-03,11,3,true,true
496990,SAEZ,2026-05-20,11,11,true,true
490227,EGLC,2026-05-18,11,11,true,true
533145,CYYZ,2026-05-30,11,1,true,true
550249,LEMD,2026-06-04,11,1,true,true
550256,ZGSZ,2026-06-04,11,1,true,true
568055,ZGSZ,2026-06-09,11,1,true,true
603726,OEJN,2026-06-19,11,1,true,true
657620,EGLC,2026-07-04,11,1,true,true
675512,RPLL,2026-07-09,11,1,true,true
693917,EDDM,2026-07-14,11,1,true,true
693938,OEJN,2026-07-14,11,1,true,true
415445,EGLC,2026-04-27,11,11,true,true
515641,VILK,2026-05-25,11,1,true,true
515666,EPWA,2026-05-25,11,1,true,true
486820,EGLC,2026-05-17,11,11,true,true
497030,WIHH,2026-05-20,11,1,true,true
533166,ZBAA,2026-05-30,11,1,true,true
578703,RKSI,2026-06-12,11,3,true,true
589056,KHOU,2026-06-14,11,1,true,true
603728,OPKC,2026-06-19,11,1,true,true
639708,OPKC,2026-06-29,11,1,true,true
657490,RPLL,2026-07-04,11,1,true,true
660806,KSEA,2026-07-04,11,1,true,true
675493,WSSS,2026-07-09,11,1,true,true
675505,RKPK,2026-07-09,11,1,true,true
693915,NZWN,2026-07-14,11,1,true,true
359549,ZSPD,2026-04-13,11,11,true,true
426260,KSFO,2026-04-30,11,11,true,true
426271,DNMM,2026-04-30,11,11,true,true
426299,RPLL,2026-04-30,11,11,true,true
443318,WSSS,2026-05-05,11,11,true,true
460670,LEMD,2026-05-10,11,11,true,true
460683,KBKF,2026-05-10,11,11,true,true
479722,NZWN,2026-05-15,11,11,true,true
479741,KHOU,2026-05-15,11,11,true,true
497024,MMMX,2026-05-20,11,1,true,true
571025,KSEA,2026-06-09,11,1,true,true
571034,KSFO,2026-06-09,11,1,true,true
585973,RJTT,2026-06-14,11,1,true,true
620945,ZBAA,2026-06-24,11,1,true,true
620951,RKPK,2026-06-24,11,1,true,true
620956,ZGGG,2026-06-24,11,1,true,true
642565,CYYZ,2026-06-29,11,1,true,true
359572,ZHHH,2026-04-13,11,11,true,true
359584,EHAM,2026-04-13,11,11,true,true
408583,KATL,2026-04-25,11,11,true,true
408620,FACT,2026-04-25,11,11,true,true
429697,EGLC,2026-05-01,11,11,true,true
436604,EGLC,2026-05-03,11,11,true,true
469187,EGLC,2026-05-12,11,11,true,true
479736,ZHHH,2026-05-15,11,11,true,true
479750,MPMG,2026-05-15,11,11,true,true
515647,WSSS,2026-05-25,11,1,true,true
515674,RCSS,2026-05-25,11,1,true,true
515705,KSFO,2026-05-25,11,1,true,true
533162,LEMD,2026-05-30,11,1,true,true
575039,RKSI,2026-06-11,11,3,true,true
585992,ZGSZ,2026-06-14,11,1,true,true
599812,RKSI,2026-06-18,11,3,true,true
603556,WMKK,2026-06-19,11,1,true,true
359531,KLGA,2026-04-13,11,11,true,true
384012,EGLC,2026-04-18,11,11,true,true
426232,KSEA,2026-04-30,11,11,true,true
809292,EGLC,2026-08-09,11,3,true,true
497001,VILK,2026-05-20,11,1,true,true
550270,OEJN,2026-06-04,11,1,true,true
568054,ZUUU,2026-06-09,11,1,true,true
568081,EFHK,2026-06-09,11,1,true,true
606691,KHOU,2026-06-19,11,1,true,true
639546,ZSPD,2026-06-29,11,1,true,true
660821,KHOU,2026-07-04,11,1,true,true
693924,LEMD,2026-07-14,11,1,true,true
275636,EGLC,2026-03-20,11,3,true,true
282528,EGLC,2026-03-22,11,3,true,true
390815,KDAL,2026-04-20,11,11,true,true
390849,WMKK,2026-04-20,11,11,true,true
443298,EGLC,2026-05-05,11,11,true,true
465258,EGLC,2026-05-11,11,11,true,true
337831,WIHH,2026-04-08,11,11,true,true
390812,CYYZ,2026-04-20,11,11,true,true
426267,MPMG,2026-04-30,11,11,true,true
443299,LFPB,2026-05-05,11,11,true,true
460654,KSEA,2026-05-10,11,11,true,true
460667,ZSPD,2026-05-10,11,11,true,true
479731,LEMD,2026-05-15,11,11,true,true
479740,KBKF,2026-05-15,11,11,true,true
130710,EGLC,2025-12-31,7,3,true,true
341799,SBGR,2026-04-08,11,11,true,true
359587,WMKK,2026-04-13,11,11,true,true
408601,ZHHH,2026-04-25,11,11,true,true
443341,WIHH,2026-05-05,11,11,true,true
479717,KDAL,2026-05-15,11,11,true,true
951866,,2026-09-04,11,11,true,true
779950,WSSS,2026-08-03,11,1,true,true
784128,KSFO,2026-08-03,11,1,true,true
808788,SBGR,2026-08-08,11,1,true,true
831452,RKSI,2026-08-13,11,3,true,true
836365,KSEA,2026-08-13,11,1,true,true
857512,LEMD,2026-08-18,11,1,true,true
862654,KAUS,2026-08-18,11,1,true,true
862660,MPMG,2026-08-18,11,1,true,true
883989,ZUUU,2026-08-23,11,1,true,true
497000,NZWN,2026-05-20,11,1,true,true
515716,ZGGG,2026-05-25,11,1,true,true
533143,SAEZ,2026-05-30,11,1,true,true
568084,FACT,2026-06-09,11,1,true,true
589053,KORD,2026-06-14,11,1,true,true
606680,KMIA,2026-06-19,11,1,true,true
620944,ZUCK,2026-06-24,11,1,true,true
497031,OEJN,2026-05-20,11,1,true,true
533147,KLGA,2026-05-30,11,1,true,true
426230,RKSI,2026-04-30,11,11,true,true
426263,MMMX,2026-04-30,11,11,true,true
443309,KORD,2026-05-05,11,11,true,true
460684,KHOU,2026-05-10,11,11,true,true
265843,EGLC,2026-03-16,11,3,true,true
341809,LTAC,2026-04-08,11,11,true,true
341814,RJTT,2026-04-08,11,11,true,true
341842,RCSS,2026-04-08,11,11,true,true
359533,KATL,2026-04-13,11,11,true,true
408588,VILK,2026-04-25,11,11,true,true
408600,ZBAA,2026-04-25,11,11,true,true
443328,KAUS,2026-05-05,11,11,true,true
448445,EGLC,2026-05-06,11,11,true,true
460668,WSSS,2026-05-10,11,11,true,true
693906,RKSI,2026-07-14,11,1,true,true
693935,EHAM,2026-07-14,11,1,true,true
754865,EGLC,2026-07-29,11,3,true,true
754885,ZGSZ,2026-07-29,11,1,true,true
754888,RKPK,2026-07-29,11,1,true,true
808810,KSFO,2026-08-08,11,1,true,true
831677,EHAM,2026-08-13,11,1,true,true
862645,SBGR,2026-08-18,11,1,true,true
862651,KATL,2026-08-18,11,1,true,true
862657,KLAX,2026-08-18,11,1,true,true
883994,EHAM,2026-08-23,11,1,true,true
754878,LEMD,2026-07-29,11,1,true,true
808804,KMIA,2026-08-08,11,1,true,true
836378,KORD,2026-08-13,11,1,true,true
857538,OPKC,2026-08-18,11,1,true,true
919404,,2026-08-29,11,3,true,true
390834,ZHHH,2026-04-20,11,11,true,true
460717,OEJN,2026-05-10,11,11,true,true
472555,EGLC,2026-05-13,11,11,true,true
754881,ZUCK,2026-07-29,11,1,true,true
784129,MMMX,2026-08-03,11,1,true,true
831465,WSSS,2026-08-13,11,1,true,true
951870,,2026-09-04,11,11,true,true
497012,ZUCK,2026-05-20,11,1,true,true
497013,ZBAA,2026-05-20,11,1,true,true
571028,KMIA,2026-06-09,11,1,true,true
571031,KBKF,2026-06-09,11,1,true,true
585995,RKPK,2026-06-14,11,1,true,true
606689,KAUS,2026-06-19,11,1,true,true
620958,RPLL,2026-06-24,11,1,true,true
639542,EDDM,2026-06-29,11,1,true,true
657481,ZUCK,2026-07-04,11,1,true,true
657483,ZHHH,2026-07-04,11,1,true,true
675484,LFPB,2026-07-09,11,1,true,true
550244,RJTT,2026-06-04,11,1,true,true
603727,FACT,2026-06-19,11,1,true,true
624138,SAEZ,2026-06-24,11,1,true,true
624482,RKSI,2026-06-25,11,3,true,true
675507,EFHK,2026-07-09,11,1,true,true
693936,EFHK,2026-07-14,11,1,true,true
497007,WSSS,2026-05-20,11,1,true,true
515632,CYYZ,2026-05-25,11,1,true,true
533140,EGLC,2026-05-30,11,3,true,true
568080,EHAM,2026-06-09,11,1,true,true
571035,MMMX,2026-06-09,11,1,true,true
603706,EGLC,2026-06-19,11,1,true,true
731552,LIMC,2026-07-24,11,1,true,true
735883,KORD,2026-07-24,11,1,true,true
533148,KDAL,2026-05-30,11,1,true,true
533168,ZUUU,2026-05-30,11,1,true,true
603548,WSSS,2026-06-19,11,1,true,true
603552,ZHHH,2026-06-19,11,1,true,true
606676,KSEA,2026-06-19,11,1,true,true
624144,KMIA,2026-06-24,11,1,true,true
624145,KORD,2026-06-24,11,1,true,true
639563,OEJN,2026-06-29,11,1,true,true
646482,EGLC,2026-07-01,11,3,true,true
660804,SAEZ,2026-07-04,11,1,true,true
697082,KLAX,2026-07-14,11,1,true,true
715766,KHOU,2026-07-19,11,1,true,true
731558,ZHHH,2026-07-24,11,1,true,true
675654,OPKC,2026-07-09,11,1,true,true
754870,VILK,2026-07-29,11,1,true,true
754882,ZBAA,2026-07-29,11,1,true,true
758584,KORD,2026-07-29,11,1,true,true
779952,LEMD,2026-08-03,11,1,true,true
