event_id,st,d,n_cat,n_store,prefix_by_id,prefix_by_lo
779959,ZGSZ,2026-08-03,11,1,true,true
804651,LTAC,2026-08-08,11,1,true,true
857530,RKPK,2026-08-18,11,1,true,true
862646,SAEZ,2026-08-18,11,1,true,true
951843,,2026-09-04,11,11,true,true
952276,,2026-09-04,11,11,true,true
712458,NZWN,2026-07-19,11,1,true,true
712630,OEJN,2026-07-19,11,1,true,true
715765,KBKF,2026-07-19,11,1,true,true
731543,LTAC,2026-07-24,11,1,true,true
735879,KLGA,2026-07-24,11,1,true,true
754868,LTAC,2026-07-29,11,1,true,true
779967,ZGGG,2026-08-03,11,1,true,true
804670,OEJN,2026-08-08,11,1,true,true
831461,NZWN,2026-08-13,11,1,true,true
857505,EDDM,2026-08-18,11,1,true,true
497018,KBKF,2026-05-20,11,1,true,true
515702,KBKF,2026-05-25,11,1,true,true
515711,EFHK,2026-05-25,11,1,true,true
550247,WSSS,2026-06-04,11,1,true,true
568045,ZSPD,2026-06-09,11,1,true,true
571023,SAEZ,2026-06-09,11,1,true,true
603707,LFPB,2026-06-19,11,1,true,true
639530,EGLC,2026-06-29,11,3,true,true
675508,WMKK,2026-07-09,11,1,true,true
675511,ZSQD,2026-07-09,11,1,true,true
678812,KBKF,2026-07-09,11,1,true,true
678814,KLAX,2026-07-09,11,1,true,true
678813,KHOU,2026-07-09,11,1,true,true
708821,RKSI,2026-07-18,11,3,true,true
712473,RPLL,2026-07-19,11,1,true,true
784126,KHOU,2026-08-03,11,1,true,true
804652,VILK,2026-08-08,11,1,true,true
836380,KBKF,2026-08-13,11,1,true,true
836969,RKSI,2026-08-14,11,3,true,true
863253,ZSJN,2026-08-18,11,1,true,true
883966,NZWN,2026-08-23,11,1,true,true
883974,LIMC,2026-08-23,11,1,true,true
951874,,2026-09-04,11,11,true,true
951854,,2026-09-04,11,11,true,true
589459,EGLC,2026-06-15,11,3,true,true
675652,VILK,2026-07-09,11,1,true,true
697075,KDAL,2026-07-14,11,1,true,true
731565,EFHK,2026-07-24,11,1,true,true
735886,KHOU,2026-07-24,11,1,true,true
715770,MPMG,2026-07-19,11,1,true,true
731554,EPWA,2026-07-24,11,1,true,true
731557,ZBAA,2026-07-24,11,1,true,true
754873,RJTT,2026-07-29,11,1,true,true
831679,OEJN,2026-08-13,11,1,true,true
884000,ZSQD,2026-08-23,11,1,true,true
951876,,2026-09-04,11,11,true,true
784118,KSEA,2026-08-03,11,1,true,true
784709,EGLC,2026-08-04,11,3,true,true
831467,ZUCK,2026-08-13,11,1,true,true
836364,CYYZ,2026-08-13,11,1,true,true
836370,KATL,2026-08-13,11,1,true,true
836379,KAUS,2026-08-13,11,1,true,true
857515,ZUCK,2026-08-18,11,1,true,true
883973,WSSS,2026-08-23,11,1,true,true
951850,,2026-09-04,11,11,true,true
712632,OPKC,2026-07-19,11,1,true,true
715759,KLGA,2026-07-19,11,1,true,true
731556,ZUCK,2026-07-24,11,1,true,true
741816,EGLC,2026-07-26,11,3,true,true
808800,KATL,2026-08-08,11,1,true,true
857500,LFPB,2026-08-18,11,1,true,true
883976,EPWA,2026-08-23,11,1,true,true
951833,,2026-09-04,11,11,true,true
712469,RKPK,2026-07-19,11,1,true,true
731567,OEJN,2026-07-24,11,1,true,true
784122,KMIA,2026-08-03,11,1,true,true
804487,ZBAA,2026-08-08,11,1,true,true
831660,LTAC,2026-08-13,11,1,true,true
857539,RPLL,2026-08-18,11,1,true,true
883970,RJTT,2026-08-23,11,1,true,true
914266,RCSS,2026-08-28,11,1,true,true
568049,EPWA,2026-06-09,11,1,true,true
568051,ZUCK,2026-06-09,11,1,true,true
603555,RKPK,2026-06-19,11,1,true,true
603717,EDDM,2026-06-19,11,1,true,true
620946,ZHHH,2026-06-24,11,1,true,true
628188,RKSI,2026-06-26,11,3,true,true
639553,ZBAA,2026-06-29,11,1,true,true
660819,KAUS,2026-07-04,11,1,true,true
661242,EGLC,2026-07-05,11,3,true,true
675494,LIMC,2026-07-09,11,1,true,true
693925,EPWA,2026-07-14,11,1,true,true
712618,LFPB,2026-07-19,11,1,true,true
341805,KDAL,2026-04-08,11,1,true,true
268916,EGLC,2026-03-18,11,3,true,true
227455,EGLC,2026-02-26,9,3,true,true
322322,LFPG,2026-03-30,11,3,true,true
317261,KDAL,2026-04-01,11,3,true,true
585999,OEJN,2026-06-14,11,1,true,true
589052,KMIA,2026-06-14,11,1,true,true
660809,KATL,2026-07-04,11,1,true,true
678804,CYYZ,2026-07-09,11,1,true,true
229710,EGLC,2026-02-27,9,3,true,true
287712,ZUCK,2026-03-24,11,3,true,true
331871,EGLC,2026-04-05,11,3,true,true
341812,EDDM,2026-04-08,11,11,true,true
341852,KSFO,2026-04-08,11,11,true,true
359579,KSFO,2026-04-13,11,11,true,true
408577,SAEZ,2026-04-25,11,11,true,true
408611,MMMX,2026-04-25,11,11,true,true
426240,VILK,2026-04-30,11,11,true,true
426253,ZHHH,2026-04-30,11,11,true,true
264965,EGLC,2026-03-15,9,3,true,true
287736,ZUCK,2026-03-25,11,3,true,true
359526,SBGR,2026-04-13,11,11,true,true
390830,EPWA,2026-04-20,11,11,true,true
408585,KORD,2026-04-25,11,11,true,true
496996,KATL,2026-05-20,11,1,true,true
352605,EGLC,2026-04-11,11,11,true,true
408605,KBKF,2026-04-25,11,11,true,true
426236,KMIA,2026-04-30,11,11,true,true
460719,FACT,2026-05-10,11,11,true,true
693926,RCSS,2026-07-14,11,1,true,true
693940,ZGGG,2026-07-14,11,1,true,true
731568,FACT,2026-07-24,11,1,true,true
951837,,2026-09-04,11,11,true,true
533142,SBGR,2026-05-30,11,1,true,true
533177,MMMX,2026-05-30,11,1,true,true
550232,CYYZ,2026-06-04,11,1,true,true
550269,WMKK,2026-06-04,11,1,true,true
566653,EGLC,2026-06-08,11,3,true,true
603553,ZUUU,2026-06-19,11,1,true,true
606695,MPMG,2026-06-19,11,1,true,true
620943,RCSS,2026-06-24,11,1,true,true
653814,EGLC,2026-07-03,11,3,true,true
660805,CYYZ,2026-07-04,11,1,true,true
660822,KLAX,2026-07-04,11,1,true,true
779955,ZUCK,2026-08-03,11,1,true,true
831659,LFPB,2026-08-13,11,1,true,true
857513,EPWA,2026-08-18,11,1,true,true
883975,LEMD,2026-08-23,11,1,true,true
533179,EHAM,2026-05-30,11,1,true,true
589059,MMMX,2026-06-14,11,1,true,true
617557,EGLC,2026-06-23,11,3,true,true
620938,ZSPD,2026-06-24,11,1,true,true
639532,RKSI,2026-06-29,11,1,true,true
660807,KLGA,2026-07-04,11,1,true,true
675487,NZWN,2026-07-09,11,1,true,true
697073,KSEA,2026-07-14,11,1,true,true
697080,KBKF,2026-07-14,11,1,true,true
697084,MMMX,2026-07-14,11,1,true,true
914251,,2026-08-28,11,3,true,true
951841,,2026-09-04,11,11,true,true
408580,KSEA,2026-04-25,11,11,true,true
443330,KHOU,2026-05-05,11,11,true,true
460685,KLAX,2026-05-10,11,11,true,true
460712,EHAM,2026-05-10,11,11,true,true
408616,WMKK,2026-04-25,11,11,true,true
408618,OEJN,2026-04-25,11,11,true,true
443306,KDAL,2026-05-05,11,11,true,true
479710,LFPB,2026-05-15,11,11,true,true
701547,EGLC,2026-07-16,11,3,true,true
716221,EGLC,2026-07-20,11,3,true,true
720225,EGLC,2026-07-21,11,3,true,true
780116,FACT,2026-08-03,11,1,true,true
855324,EGLC,2026-08-17,11,3,true,true
857517,ZHHH,2026-08-18,11,1,true,true
883988,ZHHH,2026-08-23,11,1,true,true
951838,,2026-09-04,11,11,true,true
951873,,2026-09-04,11,11,true,true
341846,ZUUU,2026-04-08,11,11,true,true
359577,KHOU,2026-04-13,11,11,true,true
390817,KMIA,2026-04-20,11,11,true,true
426296,ZSQD,2026-04-30,11,11,true,true
693914,LTAC,2026-07-14,11,1,true,true
779953,EPWA,2026-08-03,11,1,true,true
808789,SAEZ,2026-08-08,11,1,true,true
857502,LTAC,2026-08-18,11,1,true,true
862659,MMMX,2026-08-18,11,1,true,true
939969,RCSS,2026-09-02,11,1,true,true
951867,,2026-09-04,11,11,true,true
496993,KSEA,2026-05-20,11,11,true,true
515701,KAUS,2026-05-25,11,1,true,true
550264,MMMX,2026-06-04,11,1,true,true
571033,KLAX,2026-06-09,11,1,true,true
585975,ZSPD,2026-06-14,11,1,true,true
586142,OPKC,2026-06-14,11,1,true,true
603554,ZGSZ,2026-06-19,11,1,true,true
606679,KATL,2026-06-19,11,1,true,true
606681,KORD,2026-06-19,11,1,true,true
606693,KSFO,2026-06-19,11,1,true,true
639559,RKPK,2026-06-29,11,1,true,true
642574,KHOU,2026-06-29,11,1,true,true
660825,MPMG,2026-07-04,11,1,true,true
697071,SAEZ,2026-07-14,11,1,true,true
359573,ZUUU,2026-04-13,11,11,true,true
390847,EFHK,2026-04-20,11,11,true,true
408581,KLGA,2026-04-25,11,11,true,true
443302,RKSI,2026-05-05,11,11,true,true
460711,RKPK,2026-05-10,11,11,true,true
497002,EDDM,2026-05-20,11,1,true,true
497035,ZSQD,2026-05-20,11,1,true,true
500666,EGLC,2026-05-21,11,3,true,true
515635,KDAL,2026-05-25,11,1,true,true
515658,LEMD,2026-05-25,11,1,true,true
529428,EGLC,2026-05-29,11,3,true,true
550251,RCSS,2026-06-04,11,1,true,true
460682,KAUS,2026-05-10,11,11,true,true
479732,EPWA,2026-05-15,11,11,true,true
497038,RPLL,2026-05-20,11,1,true,true
515638,KORD,2026-05-25,11,1,true,true
533189,OPKC,2026-05-30,11,1,true,true
550237,KMIA,2026-06-04,11,1,true,true
550246,ZSPD,2026-06-04,11,1,true,true
550265,RKPK,2026-06-04,11,1,true,true
568085,ZGGG,2026-06-09,11,1,true,true
571029,KORD,2026-06-09,11,1,true,true
589051,KATL,2026-06-14,11,1,true,true
606677,KLGA,2026-06-19,11,1,true,true
642575,KLAX,2026-06-29,11,1,true,true
341851,KLAX,2026-04-08,11,11,true,true
426257,KBKF,2026-04-30,11,11,true,true
439940,EGLC,2026-05-04,11,11,true,true
443331,KLAX,2026-05-05,11,11,true,true
460681,ZGSZ,2026-05-10,11,11,true,true
479724,EDDM,2026-05-15,11,11,true,true
479739,KAUS,2026-05-15,11,11,true,true
504520,EGLC,2026-05-22,11,3,true,true
515698,ZHHH,2026-05-25,11,1,true,true
515708,MMMX,2026-05-25,11,1,true,true
533163,EPWA,2026-05-30,11,1,true,true
568039,NZWN,2026-06-09,11,1,true,true
568083,OEJN,2026-06-09,11,1,true,true
586002,RPLL,2026-06-14,11,1,true,true
603544,NZWN,2026-06-19,11,1,true,true
620932,LTAC,2026-06-24,11,1,true,true
624141,KLGA,2026-06-24,11,1,true,true
642570,KMIA,2026-06-29,11,1,true,true
657630,VILK,2026-07-04,11,1,true,true
390813,KSEA,2026-04-20,11,11,true,true
422448,EGLC,2026-04-29,11,11,true,true
443335,MMMX,2026-05-05,11,11,true,true
457219,EGLC,2026-05-09,11,11,true,true
479720,KORD,2026-05-15,11,11,true,true
479749,EFHK,2026-05-15,11,11,true,true
497027,EFHK,2026-05-20,11,1,true,true
525748,EGLC,2026-05-28,11,3,true,true
533170,KAUS,2026-05-30,11,1,true,true
550229,SBGR,2026-06-04,11,1,true,true
550242,EDDM,2026-06-04,11,1,true,true
571027,KATL,2026-06-09,11,1,true,true
589040,CYYZ,2026-06-14,11,1,true,true
620948,ZGSZ,2026-06-24,11,1,true,true
642569,KATL,2026-06-29,11,1,true,true
341798,LFPG,2026-04-08,11,11,true,true
359536,LTAC,2026-04-13,11,11,true,true
390835,ZUUU,2026-04-20,11,11,true,true
408582,KDAL,2026-04-25,11,11,true,true
408593,ZSPD,2026-04-25,11,11,true,true
408603,ZGSZ,2026-04-25,11,11,true,true
408613,EHAM,2026-04-25,11,11,true,true
460713,EFHK,2026-05-10,11,11,true,true
460718,DNMM,2026-05-10,11,11,true,true
479753,OEJN,2026-05-15,11,11,true,true
